495157.6153,99557.26389,2.48E-05,0.714,0.0061,0.666,1200000
484719.8923,106381.2571,2.53E-05,0.68,0.0127,0.583,1200000
414135.6143,54508.63485,2.32E-05,0.605,0.0266,0.636,1200000
474298.987,102379.0974,2.65E-05,0.809,0.0127,0.614,1200000
472187.1533,101723.3894,2.67E-05,0.736,0.0201,0.478,1200000
492931.7901,99220.71102,2.22E-05,0.626,0.0234,0.566,1200000
