0.319941284,51806.1289,13447412000,0.070061064,2802.37251
0.325956601,45812.7467,5237322820,0.023026626,921.042017
0.31432542,57780.8302,28770832300,0.244387618,9775.26033
0.324686122,46317.6043,7799903320,0.035823653,1432.91031
0.31990095,50520.8388,20082838600,0.122004449,4880.05594
0.327217502,45041.5179,141056142,0.000569109,22.7637974
0.553349838,41637.7828,12557954200,0.062327282,2493.02895
0.445453209,44617.9532,13106539300,0.066279177,2651.10079
0.22554974,54075.0238,13937331500,0.073848865,2953.88077
0.109345594,61487.0182,13884094000,0.075050677,3001.95204
0.3453214,143125.727,13380030900,0.088434506,3537.2918
0.310582771,25955.4015,12180577900,0.055965354,2238.55819
0.301646922,17055.3957,10300149200,0.042979527,1719.13811
0.512025265,111620.88,10489208000,0.057409745,2296.3324
0.538384097,157734.939,8026433280,0.043897041,1755.83775
0.332727866,112463.188,10225139100,0.055034094,2201.30872
0.312893603,30078.8923,14237169800,0.266878567,10674.8758
0.324508516,67615.0071,12820987000,0.025517287,1020.66595
0.323599121,85370.5204,12341872300,0.007956737,318.261532
0.322939607,99010.5944,12136829700,0.003517641,140.702141
0.236110726,189985.405,1025901,0.000148895,0.059408947
0.326047252,71711.4907,11912834600,0.061695965,2467.77692
0.312779075,20820.0544,15463164400,0.078040236,3121.53138
0.324828582,65922.7949,13656496300,0.074598444,2983.86316
0.329412439,71099.1583,14363947500,0.08144324,3257.64814
0.335226887,93737.7693,12941843800,0.073808479,2952.26534
0.316089189,185182.814,10395708900,0.066685475,2667.35233
0.345359739,144220.821,13334494100,0.088193763,3527.66231
0.33180371,56368.5076,17722901100,0.109245871,4369.72558
0.383219203,321877.458,8361673050,0.065654132,2626.09961
0.35027471,146503.129,15083667400,0.10808874,4323.44153
0.334443904,62782.7158,18818632900,0.123535175,4941.28347
0.395091779,216754.736,12437141900,0.094328911,3773.06213
0.402436801,123631.991,15384542900,0.105300135,4211.90009
0.32589425,13696.3611,21294833000,0.128797307,5151.7635
0.353253338,121087.7692,477639712,0.001541772,62.16667698
0.34884436,120899.383,2117804630,0.039109914,312.840206
