350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.15
350000,0.1
350000,0.2
500000,0.15
650000,0.15
650000,0.1
350000,0.1
350000,0.15
350000,0.2
500000,0.1
500000,0.15
500000,0.2
650000,0.1
650000,0.15
650000,0.2
650000,0.15
650000,0.15
